ts_code,chairman,manager,secretary,reg_capital,setup_date,province
000426.SZ,张树成,张树成,孙凯,177563.5739,19960823,内蒙古
000010.SZ,陈飞霖,周成斌,陈美玲,114965.2292,19890109,广东
000011.SZ,王航军,王航军,张戈坚,59597.9092,19830117,广东
000012.SZ,陈琳,何进,许磊,307069.2107,19840910,广东
000013.SZ,鲁桂芳,鲁桂芳,鲁桂芳,30335.4979,19880920,广东
000014.SZ,杨岭,杨岭,王凡,24204.6224,19870727,广东
000015.SZ,宿南南,宿南南,,159876.1067,19880408,广东
000555.SZ,王永利,李鸿春,刘伟刚,97577.4437,19961118,广东
000556.SZ,李业承,,钟琳,39871.8128,19890127,海南
000557.SZ,何旭东,陈存兵,吴国廷,145837.4735,19940218,宁夏
000693.SZ,张高全,柴雄伟,黄鸿,54349.1923,19901226,四川
000695.SZ,张英伟,尹天长,侯旭志,22214.7539,19970429,天津
001696.SZ,黄培国,黄培国,林艺,114502.692,19890314,重庆
000697.SZ,熊辉然,相里麒,赵卫军,87310.0876,19930608,陕西
000698.SZ,陈立国,陈立国,张羽超,81951.4395,19960520,辽宁
000501.SZ,潘洪祥,秦琴,付有,76899.2731,19911102,湖北
000502.SZ,姚飞平,姚飞平,吕俊霞,18481.9607,19890918,广东
000503.SZ,袁洪泉,袁洪泉,刘新星,98131.2532,19870828,山东
000504.SZ,杨云,杨云,粟亮,33002.3098,19911018,湖南
000016.SZ,邬建军,曹士平,余惠良,240794.5408,19801001,广东
000017.SZ,王胜洪,李海,孙龙龙,68918.4933,19840824,广东
000018.SZ,陈略,陈略,陈略,169824.5011,19840427,四川
000558.SZ,覃聚微,吴晓龙,邹玮,128922.3949,19880331,四川
000559.SZ,陈燎,陈燎,闻超,331535.8444,19940108,浙江
000560.SZ,谢勇,谢勇,邹天龙,235550.0851,19921130,云南
000562.SZ,冯戎,冯戎,阳昌云,397240.8332,19930525,新疆
000661.SZ,姜云涛,金磊,李洪谕,40793.7529,19930610,吉林
000662.SZ,迟晨,陈雪梅,迟晨,109309.7734,19960918,广西
000663.SZ,吕锦程,査桂兵,刘翔晖,33668.3929,19940106,福建
000665.SZ,曾文,胡晓斌,周勃来,113714.9495,19910205,湖北
000505.SZ,王春立,张存亮,关颖,72695.0251,19880322,海南
000506.SZ,汤磊,汤磊,孙铁明,92901.7761,19880511,山东
000508.SZ,郑修建,,郑中安,55956.42,19920121,海南
000509.SZ,杨建安,费城,吴胜峰,107312.8052,19901018,四川
000510.SZ,刘江东,彭朗,张振亚,64854.3589,19920418,四川
000019.SZ,王志楷,,陈小华,115253.5254,19810730,广东
000021.SZ,韩宗远,郑国荣,钟彦,157168.0518,19850704,广东
001872.SZ,徐颂,陆永新,刘利兵,248174.7585,19900719,广东
000023.SZ,周惠都,周惠都,焦墨山,13875.624,19841116,广东
000563.SZ,姚卫东,解志炯,王维华,511397.0358,19850105,陕西
000564.SZ,朱延东,王仁刚,杜璟,1805806.3354,19961205,陕西
000565.SZ,秦彦平,李强,曹芳,43359.222,19920622,重庆
000566.SZ,王建平,潘贵豪,石磊,129736.5126,19921230,海南
000682.SZ,方正基,吴晓亮,邓发,134072.7007,19940209,山东
000683.SZ,戴继锋,邢占飞,华阳,371873.906,19970123,内蒙古
000685.SZ,郭敬谊,郭敬谊,周飞媚,147511.1351,19921226,广东
000686.SZ,李福春,何俊岩,董曼,234045.2915,19920717,吉林
000687.SZ,吴海生,吴海生,吴海生,76619.9362,19970201,广东
000511.SZ,吴支持,尉文平,吴支持,115483.2011,19891214,辽宁
000513.SZ,朱保国,唐阳刚,刘宁,90410.043,19850126,广东
000514.SZ,陈业,罗异,李星一,84377.0965,19920908,重庆
000515.SZ,吴家成,谢湘云,向远平,18720.7488,19900904,重庆
000517.SZ,王久芳,王丛玮,邓华堂,318392.2485,19890519,浙江
000024.SZ,孙承铭,许永军,刘宁,257595.0754,19900919,广东
000026.SZ,张旭华,潘波,宋瑶明,40576.4007,19900330,广东
000027.SZ,李英峰,欧阳绘宇,李倬舸,475738.9916,19930821,广东
000028.SZ,吴壹建,李进雄,李川,55656.5077,19860802,广东
000568.SZ,刘淼,林锋,李勇,147195.1503,19950503,四川
000569.SZ,李赤波,王政,舒联明,75431.3951,19890518,四川
000570.SZ,谢国忠,谢国忠,何建江,70569.2507,19940505,江苏
000571.SZ,韩东丰,马鸿瀚,任春雨,83912.9,19921230,海南
000572.SZ,覃铭,覃铭,郑立,164463.6426,19930126,海南
000650.SZ,杨潇,黄武军,陈国锋,139993.8234,19961204,江西
000651.SZ,董明珠,张伟,章周虎,560140.5741,19891213,广东
000652.SZ,周志远,周志远,冯昱,147557.3852,19810820,天津
000653.SZ,蔡适期,郑建顺,曹利强,29671.14,19961120,福建
000518.SZ,邱为碧,陈龙,周扬,102955.6222,19920518,江苏
000519.SZ,魏军,王新星,赵德良,139255.8982,19980310,湖南
000521.SZ,吴定刚,汤有道,杨柳絮,102992.3715,19961118,安徽
000522.SZ,李楚源,王文楚,谯勇,46905.3689,19921222,广东
000029.SZ,唐小平,唐小平,罗毅,101166.0,19860719,广东
000030.SZ,李俊新,李俊新,张宁,171981.0845,19881006,吉林
000031.SZ,姚长林,姚长林,邓晓天,428631.3339,19931008,广东
000032.SZ,陈士刚,,李安东,113795.9234,19931204,广东
000033.SZ,罗华锋,罗华锋,翁振华,42972.0035,19900308,广东
000576.SZ,李忠,李忠,陈波,43641.8214,19930415,广东
000578.SZ,安平绥,李小松,吴文好,306761.5959,19950217,青海
000582.SZ,莫怒,莫怒,李晓晨,236965.5792,19960807,广西
000573.SZ,周明轩,周明轩,鄢国根,63828.0604,19920508,广东
000666.SZ,邵明东,王科,程娜,70413.0,19960329,北京
000667.SZ,刘立浩,刘立浩,冯娴,246698.8633,19961017,湖北
000668.SZ,王征,王焕新,谢高,14684.189,19920808,山东
000669.SZ,郭韬,叶桐,赵睿,68040.8797,19850211,湖南
000670.SZ,史浩樑,张韵,王芳,83948.936,19930222,湖北
000523.SZ,郑坚雄,黄志华,程默,183546.8461,19780620,广东
000524.SZ,王亚川,朱红,石婷,67020.8597,19930114,广东
000525.SZ,杨一,赵富明,陈继珍,129802.7341,19910613,江苏
000526.SZ,金鑫,金鑫,崔志勇,12186.1109,19920702,福建
000034.SZ,王冰峰,陈振坤,陈振坤,72344.4335,19820601,广东
000035.SZ,严圣军,曹德标,陆平,238803.2769,19841231,江苏
000036.SZ,龚泽民,张勇华,孔庆富,140381.8725,19890911,广东
000037.SZ,孔国梁,孔国梁,邹奕,60276.2596,19900406,广东
000585.SZ,朱欣光,刘可佳,丁继实,87337.0,19980513,海南
000586.SZ,李红星,武雪松,张轩,19344.0,19940304,四川
000587.SZ,王火生,王火生,王山,212374.933,19960205,黑龙江
000583.SZ,郑兴光,郑兴光,邱华,23165.6194,19870506,四川
000588.SZ,陈坚,陈坚,文耿,39892.4769,19880628,广东
000690.SZ,邹锦开,叶林,江卓文,217588.7862,19970120,广东
000691.SZ,马兵,马兵,李小慧,32327.0,19880212,甘肃
000692.SZ,郑运,郑运,杨辉,53283.2976,19931228,辽宁
000688.SZ,吴城,朱胜利,马翀,112539.7021,19781110,四川
000527.SZ,方洪波,方洪波,江鹏,338434.765,19920330,广东
000528.SZ,郑津,罗国兵,黄华琳,203227.6833,19931108,广西
000529.SZ,缪安民,缪安民,苏东明,58379.033,19851105,广东
000038.SZ,董国平,于福洋,董国平,52277.7419,19870624,广东
000040.SZ,成萍,成萍,王正军,148687.387,19820323,广东
000042.SZ,贾帅,贾帅,叶晓东,66483.1139,19840917,广东
001914.SZ,陈智恒,陈智恒,陈江,106034.606,19850529,广东
000045.SZ,李刚,马捷,黄旻,50652.1849,19820430,广东
000589.SZ,黄舸舸,王鹍,蒋大坤,155468.8404,19960129,贵州
000590.SZ,江琎,江琎,颜立军,23947.1267,19931112,湖南
000591.SZ,张会学,张会学,郭毅,392120.4018,19930412,重庆
000592.SZ,刘平山,王志明,李茜,193178.0892,19930908,福建
000657.SZ,李仲泽,沈慧明,王丹,227860.44,19930318,海南
000658.SZ,董宇,董宇,张克非,15702.1602,19961015,福建
000659.SZ,许仁硕,高加,韩惠明,128570.252,19851218,广东
000660.SZ,李春植,李春植,李春植,23924.3921,19961204,广东
000656.SZ,郭伟,郭伟,杨鹏,1063408.1632,19940329,重庆
002572.SZ,江淦钧,王兵,陈蓉,96304.7164,20030715,广东
000046.SZ,刘国升,李书孝,陆洋,519620.0656,19890509,北京
000047.SZ,黄舜荣,黄汉森,郭蒙,18465.7283,19880923,广东
000049.SZ,刘其,何文彬,王锋,38463.8534,19850904,广东
000050.SZ,成为,王磊,陈冰峡,245774.7661,19831108,广东
000055.SZ,熊建明,熊希,叶志青,107387.4227,19940420,广东
000594.SZ,邓小壮,邓小壮,邓小壮,209128.0649,19950430,天津
000595.SZ,张怀畅,柳自敏,李晓奕,113865.6366,19960413,宁夏
000596.SZ,梁金辉,周庆伍,朱家峰,52860.0,19990305,安徽
000597.SZ,周凯,蔡永刚,宋立志,142708.8265,19930610,辽宁
000598.SZ,饶怡,饶怡,胡涵,298400.8721,19960526,四川
000671.SZ,施志敏,施志敏,施志敏,414038.295,19910812,福建
000672.SZ,俞锋,俞锋,瞿辉,96939.545,19970306,甘肃
000673.SZ,王玺锭,王玺锭,王玲玲,128960.4108,19970117,山西
000675.SZ,何天贵,何天贵,文彬,11435.0262,19970912,四川
000676.SZ,陆宏达,陈志峰,杨燕芳,126528.9215,19961216,广东
301418.SZ,顾挺,顾挺,曾骁,7333.3334,20110620,江苏
000056.SZ,郑康豪,史冉冉,吴凯,118252.822,19850119,广东
000058.SZ,柳青,,冯岩,123120.0672,19960716,广东
000059.SZ,许晓军,许晓军,张廷豪,159944.2537,19970123,辽宁
000600.SZ,王剑峰,王剑峰,孙原,180929.9376,19940118,河北
000601.SZ,胡启金,韩卫宁,何俊健,108055.1669,19930614,广东
000602.SZ,肖创英,綦守荣,潘广洲,100914.8298,19930408,广东
000603.SZ,赵庆,刘金钟,王薇,68996.9346,19950622,北京
000605.SZ,王新玲,梁赓,李新霞,35265.86,19960910,北京
000151.SZ,朱震敏,,王毅,33737.0728,19990301,北京
000153.SZ,汝添乐,汝添乐,张军,46477.3722,19970830,安徽
000155.SZ,张忠武,万鹏,欧健成,184616.8342,19971020,四川
000157.SZ,詹纯新,詹纯新,陶兆波,864853.5236,19990831,湖南
000061.SZ,黄伟,张磊,江疆,198496.1198,19890114,广东
000062.SZ,胡新安,陈辉军,王瑛,104590.9322,19940119,广东
000063.SZ,方榕,徐子阳,丁建中,478353.4887,19971111,广东
000065.SZ,纪巍,单钧,倪静,107138.5874,19860405,北京
000606.SZ,杨晓燕,周伟男,,76579.9353,19960924,青海
000607.SZ,陆元峰,,高坚强,101769.841,19931218,浙江
000608.SZ,陈家贤,熊伟,王小连,74991.3309,19960607,广西
000610.SZ,陆飞,,刘文忠,23674.7901,19961231,陕西
000158.SZ,张玮扬,应华江,李鹏韬,159861.6721,19981229,河北
000159.SZ,汤小龙,汤小龙,陈昱成,48068.5993,19990328,新疆
000301.SZ,缪汉根,缪汉根,王俊,661123.0167,19980716,江苏
300414.SZ,王雪颖,王雪颖,周辉,32601.9466,20040218,四川
300681.SZ,姜桂宾,贺文涛,徐惠冬,26611.1889,20050114,广东
000066.SZ,于吉永,于吉永,王习发,322579.9088,19970619,广东
000068.SZ,郎永强,柴宏杰,秦军平,100667.1464,19970606,广东
000069.SZ,吴秉琪,吴秉琪,侯瑞芳,803775.8053,19970902,广东
000070.SZ,李宝东,伍历文,田园,90034.476,19990729,广东
000611.SZ,张先,陈锋利,贺明哲,32182.2022,19960927,内蒙古
000612.SZ,喻旭春,付斌,刘梦曦,119219.9394,19961127,河南
000613.SZ,丁勤,丁勤,汪宏娟,36410.0,19930426,海南
000615.SZ,范时杰,范时杰,张健伟,76297.9719,19930608,湖北
000616.SZ,李瑞,蒙永涛,,143023.4425,19930527,辽宁
000400.SZ,李俊涛,许涛,万桂龙,101862.2249,19961226,河南
000401.SZ,刘宇,魏卫东,任前进,265821.6626,19940508,河北
000402.SZ,杨扬,盛华平,张晓鹏,298892.9907,19960618,北京
000403.SZ,李昊,荣先奎,赵玉林,95039.7386,19950522,山西
000404.SZ,杨秀彪,肖文艺,史强,69599.5979,19960613,江西
000850.SZ,倪俊龙,左志鹏,罗朝晖,94366.5009,19980710,安徽
000851.SZ,付景林,张新中,孙迎辉,115786.002,19940120,贵州
000856.SZ,焦留军,李洪波,刘福生,22700.0,19980616,河北
000858.SZ,曾从钦,华涛,章欣,388160.8005,19980421,四川
301191.SZ,陈龙发,陈龙发,李玉,6934.2,19990416,广东
000898.SZ,王军,田勇,李景东,936922.1258,19980914,辽宁
000899.SZ,宋和斌,宋和斌,李洁,97567.776,19971104,江西
000901.SZ,袁宁,钟敏,李一凡,79820.1406,19990127,黑龙江
000751.SZ,于恩沅,郭天立,刘建平,161563.0595,19920911,辽宁
000752.SZ,罗希,陈婷婷,宋晓玲,26375.8491,19970620,西藏
000753.SZ,陈毅建,杨敦旭,陈鸿辉,99148.1071,19941214,福建
000755.SZ,武艺,韩昱,王玉,146731.0196,19960206,山西
000948.SZ,徐宏灿,陈宇峰,赵起高,38988.8774,19981221,云南
000949.SZ,邵长金,季玉栋,王中军,170032.9922,19970109,河南
000950.SZ,袁泉,刘伟,邱天,172818.4696,19990528,重庆
000951.SZ,刘洪勇,赵海,张欣,117486.936,19980928,山东
300776.SZ,李志刚,李志刚,刘志波,27356.225,20080425,湖北
301045.SZ,梅坦,梅坦,肖明冬,11031.8358,20101109,江苏
000902.SZ,杨才学,杨华锋,魏万炜,125473.3383,19861020,湖北
000903.SZ,杨波,杨波,翟建峰,193496.141,19990308,云南
000905.SZ,陈朝辉,胡煜斌,蔡全胜,74180.9597,19990421,福建
000757.SZ,刘禄,臧晶,赵吉杰,53271.6095,19970623,四川
000758.SZ,刘宇,谭耀宇,朱国祥,199055.253,19830916,北京
000759.SZ,汪梅方,汪梅方,李慧斌,66257.459,19900109,湖北
000760.SZ,李晓振,孟江波,孟江波,77184.4628,19940614,湖北
000952.SZ,胡立刚,龚铖,杨行虎,34675.0339,19930528,湖北
000953.SZ,施伟光,江鲁奔,谭宏高,36612.2195,19930703,广西
000955.SZ,于春山,于春山,周菊锋,53839.5,19930716,海南
000956.SZ,孔凡群,李洪海,陈助军,87465.0,19991025,河南
300830.SZ,黎峰,黎峰,鲁效停,45164.0747,20011205,山东
001332.SZ,曹洪海,曹洪海,徐高尚,11049.0,19900301,江苏
000908.SZ,刘树林,刘树林,张莉,87977.4351,19981218,湖南
000909.SZ,丁毅,吴小刚,高晓娟,43771.4245,19990331,浙江
000910.SZ,陈建军,陈建军,许金龙,54739.75,19990420,江苏
000911.SZ,罗应平,刘宁,滕正朋,40031.9818,19990514,广西
000761.SZ,黄作为,黄作为,,410823.5241,19970627,辽宁
000762.SZ,张金涛,尼拉,王迎春,52117.414,19970627,西藏
000763.SZ,吕文君,李波,陈建军,78750.0,19970829,辽宁
001267.SZ,李晓明,李岩,严琦,78516.4678,19900129,湖北
000767.SZ,师李军,师李军,姚健,307694.2219,19930208,山西
000958.SZ,冯俊杰,,孙锐,538341.852,19980914,河北
000959.SZ,朱国森,孙茂林,乔雨菲,775496.737,19991015,北京
000960.SZ,刘路坷,,杨佳炜,164580.1952,19981123,云南
000961.SZ,陈锦石,陈锦石,梁洁,382655.8901,19980728,江苏
000962.SZ,于明,于明,秦宏武,50486.4268,19990430,宁夏
300671.SZ,刘景裕,刘景裕,罗琼,21772.4473,20011105,广东
000913.SZ,徐志豪,郭东劭,王海斌,52659.35,19990328,浙江
000915.SZ,朱效平,杨杰,樊黎明,23433.1485,19930626,山东
000916.SZ,姜岩飞,李会强,郝继业,109000.0,19990906,北京
000917.SZ,王艳忠,付维刚,谭北京,141755.6338,19990126,湖南
000918.SZ,李春皓,李春皓,符谙,180419.15,19980814,浙江
000768.SZ,韩小军,韩小军,左锋,278114.9071,19970618,陕西
000769.SZ,刘之杰,刘之杰,胡雪松,82260.0,19970526,辽宁
000776.SZ,林传辉,秦力,尹中兴,760584.5511,19940121,广东
000777.SZ,马瀛,,匡小兰,38341.7593,19970702,江苏
000963.SZ,吕梁,吕梁,陈波,175402.1048,19930331,浙江
000965.SZ,侯海兴,郭力,何倩,110983.0895,19980930,天津
000966.SZ,王冬,郑峰,潘承亮,348103.5016,19950407,湖北
000967.SZ,马刚,马刚,黄俊杰,316694.3903,19931118,浙江
000919.SZ,陈胜,陈海,汪洋,62192.4528,19980908,江苏
000920.SZ,蔡志奇,金焱,赵峰,47262.1118,19990511,贵州
000922.SZ,李泰岭,历锐,王红霞,69498.5154,19961231,黑龙江
000923.SZ,王耀彬,魏广民,赵青松,65272.8961,19990629,河北
000778.SZ,何齐书,王昌辉,王美英,396318.2285,19970524,河北
000779.SZ,张佩峰,陈一夫,柳雷,46482.9452,19970523,甘肃
000780.SZ,郭凡进,赵宏,郭凡进,101430.6324,19930611,内蒙古
000783.SZ,刘正斌,刘元瑞,周纯,553007.2948,19970724,湖北
000969.SZ,李军风,毕林生,陈哲,105071.8097,19981230,北京
000970.SZ,赵寅鹏,赵寅鹏,田文斌,121572.5773,19990723,北京
000971.SZ,张岱,张岱,张岱,104859.0126,19930326,湖北
000968.SZ,茹志鸿,田永东,李东平,96750.266,19981222,山西
000972.SZ,王长江,毛文波,邢江,77128.3579,19940630,新疆
300633.SZ,陈志强,吴坤祥,李浩,43271.2405,20020927,广东
000925.SZ,潘丽春,潘丽春,何俊丽,67636.9858,19990607,浙江
000926.SZ,谭少群,冯东兴,肖永超,159296.4774,19930608,湖北
000927.SZ,赵晓宏,孙珂,孟君奎,605035.3641,19970828,天津
000928.SZ,赵恕昆,赵恕昆,袁陆生,143464.4621,19990415,吉林
000786.SZ,管理,管理,李畅,170039.0342,19970530,北京
000787.SZ,林文炭,林文炭,彭海燕,188471.8001,19930522,四川
000788.SZ,徐晰人,余孟川,袁宇飞,59598.7425,19930518,重庆
000789.SZ,陈文胜,李世锋,熊汉南,79740.7415,19970905,江西
000973.SZ,唐强,马平三,何水秀,96742.3171,19880628,广东
000975.SZ,刘钦,欧新功,张肖,277672.2265,19990618,内蒙古
000976.SZ,石松山,石松山,石松山,159567.8796,19990819,广东
000977.SZ,彭震,胡雷钧,许燕燕,147213.5122,19981028,山东
300613.SZ,杨小奇,杨小奇,万建军,23251.3863,20040416,上海
000929.SZ,郭丽丽,郭丽丽,宋敏,18576.6,19931225,甘肃
000931.SZ,许钟民,侯占军,黄志宇,75312.6982,19990608,北京
000932.SZ,李建宇,李建宇,刘笑非,690863.2499,19990429,湖南
000933.SZ,李宏伟,张文章,李元勋,224935.0569,19980831,河南
000791.SZ,卢继卿,寇世民,戴博文,324383.9742,19970923,甘肃
000792.SZ,侯昭飞,,李舜,529157.2541,19970825,青海
000790.SZ,黄明良,黄明良,宁潞宏,62371.9364,19880127,四川
000978.SZ,陈靖,文政,陈薇,46813.0,19980429,广西
000979.SZ,王继红,,马刚,839060.1199,19950128,安徽
000980.SZ,胡泽宇,王伊安,王伊安,504254.7739,19980831,浙江
000981.SZ,叶骥,叶骥,喻凯,999747.0888,19980831,甘肃
000935.SZ,谢建平,黄灿文,黄灿文,76344.0333,19981020,四川
000937.SZ,闫云胜,谢国强,张文成,353354.685,19990826,河北
000938.SZ,于英涛,王竑弢,张蔚,286007.9874,19990318,北京
000939.SZ,涂海珠,涂海珠,涂海珠,1000082.0532,19930226,湖北
000795.SZ,魏中华,魏中华,钱英红,113368.4103,19970804,浙江
000796.SZ,迟永杰,马茁飞,杜群,160378.8916,19960528,海南
000797.SZ,郑景昌,陈平,黄诚,157075.4217,19920131,福建
000799.SZ,程军,程军,汤振羽,32492.898,19970714,湖南
000982.SZ,李向春,郝广利,李丹奇,424628.7938,19980915,宁夏
000983.SZ,樊大宏,樊大宏,王洪云,567710.1059,19990426,山西
000985.SZ,张彩虹,窦岩,孟凡礼,12963.95,19981207,黑龙江
000699.SZ,陈启昕,陈启昕,陈启昕,35944.7446,19940128,黑龙江
000700.SZ,曹克波,曹克波,单琛雁,91801.5389,19880627,江苏
000701.SZ,王明成,陈弘,王孝顺,67580.7106,19961128,福建
000702.SZ,易兴,,刘浩,34662.4948,19970312,湖南
000703.SZ,邱奕博,邱奕博,郑新刚,360261.8114,19960813,广西
000800.SZ,李胜,于长信,王建勋,492128.0975,19970610,吉林
000801.SZ,谷雨,陈兴德,罗来所,101632.4759,19911128,四川
000802.SZ,李雳,严雪峰,晏晶,71590.0255,19971118,北京
000989.SZ,王立峰,李振国,韩辰骁,85594.2012,19990512,湖南
000990.SZ,龙大伟,韦俊民,左皓,121523.7535,19981009,江西
000991.SZ,邢彦文,黄卓灵,于晓明,35000.0,19980831,吉林
000993.SZ,黄建恩,许光汀,陈胜,45795.1455,19981230,福建
000995.SZ,代继陈,代继陈,赵海峰,17740.8,19980929,甘肃
301221.SZ,朱敦尧,王军德,朱敦禹,9262.23,20110117,湖北
000705.SZ,吴海明,周巧米,张誉锋,33412.3286,19930402,浙江
000707.SZ,汪万新,鲁强,张雷,58471.7193,19931227,湖北
000708.SZ,钱刚,罗元东,王海勇,504715.7829,19930518,湖北
000803.SZ,谢欣,杜业鹏,宋玉飞,46629.6153,19880321,四川
000805.SZ,季奕行,季奕行,季奕行,17164.8789,19870312,江苏
000806.SZ,黄健,黄健,刘克洋,109991.1762,19930620,广西
000997.SZ,王晶,胡钢,徐芳宁,101309.7915,19990628,福建
000998.SZ,刘志勇,尹贤文,胡博,146944.8061,19990630,湖南
000999.SZ,吴文多,吴文多,邢健,166425.4363,19990421,广东
000488.SZ,姜言山,姜言山,袁西坤,294145.62,19930505,山东
000861.SZ,邵建明,邵建佳,吴珈乐,250924.4757,19810710,广东
000862.SZ,韩靖,王文龙,马丽萍,91795.4696,19980628,宁夏
000863.SZ,许文智,王盛,熊星,118069.956,19940120,上海
000859.SZ,朱亦斌,张家安,杨应林,89597.6271,19980923,安徽
000709.SZ,邓建军,张爱民,王文多,1033712.1092,19970118,河北
000710.SZ,高扬,高扬,许菲,35352.1465,19970414,四川
000711.SZ,马黎阳,程桃红,马黎阳,285697.6223,19930331,黑龙江
000712.SZ,张丹丹,禤振生,陈浪,89600.0,19970409,广东
000807.SZ,冀树军,黄力,马颜,346795.7405,19980320,云南
000809.SZ,王海波,雷鸣,迟峰,82479.1293,19961105,辽宁
000810.SZ,赫旋,赫旋,张知,114159.5579,20020416,四川
000812.SZ,袁汉源,袁汉源,闫凯,76869.2614,19940106,陕西
000725.SZ,陈炎顺,冯强,郭红,3741388.0464,19930409,北京
000726.SZ,刘子斌,刘子斌,郑卫印,81730.6563,19881018,山东
000866.SZ,张大本,马秋林,严明,233000.0,20061222,江苏
